transaction_id,date,customer_id,channel,product_tier,revenue,approved,processing_failure,disputed
T000037103,2025-03-20,101477,Partner,Starter,128.12,0,0,0
T000037104,2025-03-20,100229,Outbound,Growth,378.8,1,0,0
T000037105,2025-03-20,101206,Web,Starter,205.85,1,0,0
T000037106,2025-03-20,100567,Outbound,Starter,209.98,1,0,0
T000037107,2025-03-20,101128,Web,Starter,218.34,1,0,0
T000037108,2025-03-20,100797,Web,Growth,265.92,1,1,0
T000037109,2025-03-20,100071,Outbound,Starter,119.16,1,0,0
T000037110,2025-03-20,100662,Web,Growth,481.37,0,0,0
T000037111,2025-03-20,101162,Web,Growth,308.97,0,0,0
T000037112,2025-03-20,100699,Web,Growth,251.09,1,0,0
T000037113,2025-03-20,101187,Web,Starter,140.76,1,0,0
T000037114,2025-03-20,100295,Inbound,Starter,123.8,0,0,0
T000037115,2025-03-20,100107,Outbound,Starter,79.96,0,0,0
T000037116,2025-03-20,100952,Inbound,Starter,181.09,1,0,0
T000037117,2025-03-20,100550,Outbound,Starter,283.16,1,0,0
T000037118,2025-03-20,100393,Inbound,Growth,402.22,1,0,0
T000037119,2025-03-20,100346,Web,Starter,210.97,1,0,0
T000037120,2025-03-20,100316,Web,Starter,221.02,0,0,0
T000037121,2025-03-20,100259,Partner,Growth,304.1,1,0,0
T000037122,2025-03-20,101438,Web,Growth,365.87,0,0,0
T000037123,2025-03-20,100758,Inbound,Starter,180.54,0,0,0
T000037124,2025-03-20,101464,Outbound,Starter,122.66,1,0,0
T000037125,2025-03-20,101469,Web,Pro,728.31,0,1,0
T000037126,2025-03-20,101020,Inbound,Growth,390.36,1,0,0
T000037127,2025-03-20,100477,Inbound,Pro,858.89,0,0,0
T000037128,2025-03-20,101396,Inbound,Pro,647.31,1,0,0
T000037129,2025-03-20,100202,Web,Starter,225.32,1,0,0
T000037130,2025-03-20,100309,Web,Starter,134.36,1,0,0
T000037131,2025-03-20,101309,Outbound,Growth,286.75,1,0,0
T000037132,2025-03-20,101295,Web,Pro,287.06,1,0,0
T000037133,2025-03-20,100829,Web,Starter,229.81,1,0,0
T000037134,2025-03-20,100545,Web,Starter,196.56,0,0,0
T000037135,2025-03-20,100322,Outbound,Starter,165.91,1,0,0
T000037136,2025-03-20,100949,Web,Starter,187.87,1,0,0
T000037137,2025-03-20,100223,Inbound,Starter,168.52,0,0,0
T000037138,2025-03-20,100073,Inbound,Growth,322.52,1,0,0
T000037139,2025-03-20,100594,Inbound,Starter,247.86,1,1,0
T000037140,2025-03-20,100528,Inbound,Growth,598.8,0,0,0
T000037141,2025-03-20,100554,Web,Growth,214.38,1,0,0
T000037142,2025-03-20,101184,Inbound,Starter,156.41,1,0,0
T000037143,2025-03-20,101021,Web,Starter,203.76,1,0,0
T000037144,2025-03-20,100264,Partner,Growth,179.63,1,0,0
T000037145,2025-03-20,100279,Web,Starter,220.17,1,0,0
T000037146,2025-03-20,101311,Inbound,Pro,691.65,1,0,0
T000037147,2025-03-20,100399,Web,Starter,205.18,0,0,0
T000037148,2025-03-20,100069,Inbound,Starter,212.78,1,0,0
T000037149,2025-03-20,100831,Web,Growth,180.08,1,0,0
T000037150,2025-03-20,100437,Web,Starter,171.32,0,0,0
T000037151,2025-03-20,100403,Inbound,Starter,141.27,1,0,0
T000037152,2025-03-20,101247,Partner,Growth,322.04,0,0,0
T000037153,2025-03-20,100330,Web,Starter,208.92,1,0,0
T000037154,2025-03-20,100557,Outbound,Growth,293.44,0,0,0
T000037155,2025-03-20,101306,Partner,Starter,249.03,0,0,0
T000037156,2025-03-20,101082,Outbound,Growth,255.35,1,0,0
T000037157,2025-03-20,101186,Inbound,Starter,115.71,1,0,0
T000037158,2025-03-20,100172,Inbound,Growth,296.99,1,0,0
T000037159,2025-03-20,101442,Web,Pro,625.68,0,0,0
T000037160,2025-03-20,101391,Inbound,Starter,204.58,1,0,0
T000037161,2025-03-20,100208,Outbound,Growth,274.03,1,0,0
T000037162,2025-03-20,100245,Outbound,Starter,174.99,1,0,0
T000037163,2025-03-20,100988,Web,Starter,171.7,1,0,0
T000037164,2025-03-20,100220,Outbound,Starter,183.03,1,0,0
T000037165,2025-03-20,100998,Partner,Starter,133.91,1,0,0
T000037166,2025-03-20,100298,Web,Growth,397.94,0,1,0
T000037167,2025-03-20,100449,Inbound,Starter,153.5,0,0,0
T000037168,2025-03-20,101466,Outbound,Growth,258.6,1,0,0
T000037169,2025-03-20,100137,Inbound,Growth,475.18,0,0,0
T000037170,2025-03-20,101467,Inbound,Pro,665.4,1,0,0
T000037171,2025-03-20,100311,Inbound,Starter,141.88,1,0,0
T000037172,2025-03-20,100774,Outbound,Starter,79.76,0,0,0
T000037173,2025-03-20,100181,Inbound,Starter,271.51,1,0,0
T000037174,2025-03-20,100054,Web,Growth,355.5,1,0,0
T000037175,2025-03-20,100031,Inbound,Growth,325.65,1,0,0
T000037176,2025-03-20,100413,Web,Growth,349.93,1,1,0
T000037177,2025-03-20,100932,Inbound,Growth,385.8,0,0,0
T000037178,2025-03-20,100913,Web,Starter,247.13,1,0,0
T000037179,2025-03-20,101456,Web,Growth,234.05,1,0,0
T000037180,2025-03-20,101341,Web,Starter,91.99,1,0,0
T000037181,2025-03-21,100172,Inbound,Pro,785.45,1,0,0
T000037182,2025-03-21,101046,Outbound,Starter,237.2,1,0,0
T000037183,2025-03-21,101297,Inbound,Starter,141.43,1,0,0
T000037184,2025-03-21,100534,Web,Starter,191.08,1,0,0
T000037185,2025-03-21,100593,Web,Growth,156.07,1,0,0
T000037186,2025-03-21,100563,Partner,Starter,204.55,1,0,0
T000037187,2025-03-21,100778,Web,Starter,195.71,1,0,0
T000037188,2025-03-21,100031,Web,Starter,198.95,1,0,0
T000037189,2025-03-21,101125,Web,Growth,501.06,1,0,0
T000037190,2025-03-21,101487,Partner,Growth,280.28,0,1,0
T000037191,2025-03-21,100030,Inbound,Starter,117.51,1,0,0
T000037192,2025-03-21,100957,Web,Starter,241.45,1,0,0
T000037193,2025-03-21,100486,Partner,Growth,325.81,1,0,0
T000037194,2025-03-21,100803,Inbound,Starter,197.22,0,0,0
T000037195,2025-03-21,100981,Web,Growth,314.52,1,0,0
T000037196,2025-03-21,100071,Inbound,Pro,717.38,1,0,0
T000037197,2025-03-21,100314,Partner,Growth,560.55,1,0,0
T000037198,2025-03-21,101286,Partner,Starter,171.68,0,0,0
T000037199,2025-03-21,101137,Inbound,Starter,252.73,0,0,0
T000037200,2025-03-21,100143,Partner,Growth,296.24,0,0,0
T000037201,2025-03-21,100037,Web,Starter,198.25,1,0,0
T000037202,2025-03-21,100331,Web,Starter,135.59,0,1,0
T000037203,2025-03-21,100902,Inbound,Starter,197.37,1,0,0
T000037204,2025-03-21,100558,Inbound,Starter,142.83,1,0,0
T000037205,2025-03-21,100548,Partner,Starter,205.77,0,0,0
T000037206,2025-03-21,100566,Partner,Growth,369.74,1,0,0
T000037207,2025-03-21,101376,Web,Starter,173.14,1,1,0
T000037208,2025-03-21,100104,Web,Growth,353.99,1,0,0
T000037209,2025-03-21,101388,Inbound,Growth,265.46,0,0,0
T000037210,2025-03-21,100777,Partner,Growth,349.09,0,0,0
T000037211,2025-03-21,100301,Inbound,Starter,110.6,1,0,0
T000037212,2025-03-21,101443,Web,Pro,391.59,1,0,0
T000037213,2025-03-21,100695,Web,Pro,486.42,0,0,0
T000037214,2025-03-21,100384,Inbound,Growth,352.92,1,0,0
T000037215,2025-03-21,101363,Outbound,Starter,122.81,1,0,0
T000037216,2025-03-21,100828,Inbound,Pro,612.82,1,0,0
T000037217,2025-03-21,100173,Inbound,Starter,221.74,1,0,0
T000037218,2025-03-21,100548,Inbound,Growth,272.92,0,0,0
T000037219,2025-03-21,101493,Web,Growth,319.55,0,0,0
T000037220,2025-03-21,100138,Inbound,Pro,511.08,1,0,0
T000037221,2025-03-21,100657,Outbound,Growth,177.9,1,0,0
T000037222,2025-03-21,100384,Inbound,Growth,314.88,1,0,0
T000037223,2025-03-21,101053,Web,Growth,280.56,1,0,0
T000037224,2025-03-21,100189,Inbound,Growth,346.74,1,0,0
T000037225,2025-03-21,100827,Web,Growth,245.66,0,0,0
T000037226,2025-03-21,100621,Inbound,Growth,274.34,1,0,0
T000037227,2025-03-21,100819,Inbound,Growth,382.03,1,0,0
T000037228,2025-03-21,100586,Outbound,Starter,201.59,1,0,0
T000037229,2025-03-21,101060,Inbound,Growth,416.27,1,0,0
T000037230,2025-03-21,101143,Web,Starter,186.31,1,0,0
T000037231,2025-03-21,100338,Outbound,Starter,176.99,1,0,0
T000037232,2025-03-21,100925,Outbound,Starter,193.98,1,0,0
T000037233,2025-03-21,100882,Web,Growth,410.81,1,0,0
T000037234,2025-03-21,101073,Outbound,Growth,318.22,1,0,0
T000037235,2025-03-21,100123,Web,Pro,425.53,1,0,0
T000037236,2025-03-21,100179,Web,Growth,409.77,1,0,0
T000037237,2025-03-21,101317,Web,Growth,283.69,1,0,0
T000037238,2025-03-21,100385,Inbound,Starter,124.22,0,0,0
T000037239,2025-03-21,101434,Outbound,Starter,174.93,1,0,0
T000037240,2025-03-21,101467,Web,Starter,183.76,1,0,0
T000037241,2025-03-21,101304,Inbound,Growth,377.29,1,0,0
T000037242,2025-03-21,100528,Outbound,Pro,539.01,1,0,0
T000037243,2025-03-21,101070,Inbound,Starter,140.0,1,0,0
T000037244,2025-03-21,101240,Web,Growth,463.39,0,0,0
T000037245,2025-03-21,100865,Partner,Growth,464.18,1,0,0
T000037246,2025-03-21,101376,Web,Growth,426.94,1,0,0
T000037247,2025-03-21,100442,Inbound,Growth,320.6,1,0,0
T000037248,2025-03-21,100549,Web,Growth,387.61,1,0,0
T000037249,2025-03-21,101218,Web,Growth,337.27,1,0,0
T000037250,2025-03-21,101406,Inbound,Starter,172.07,1,0,0
T000037251,2025-03-21,100374,Outbound,Growth,322.32,1,0,0
T000037252,2025-03-21,100680,Outbound,Growth,342.31,0,0,0
T000037253,2025-03-21,100413,Web,Growth,303.98,0,0,0
T000037254,2025-03-21,100684,Web,Starter,182.93,0,0,0
T000037255,2025-03-21,101363,Web,Growth,322.64,1,0,0
T000037256,2025-03-21,101106,Outbound,Starter,167.58,0,0,0
T000037257,2025-03-21,100634,Web,Starter,215.6,0,0,0
T000037258,2025-03-21,101031,Inbound,Starter,238.55,1,0,0
T000037259,2025-03-21,101330,Inbound,Starter,255.49,1,0,0
T000037260,2025-03-21,101232,Web,Starter,97.65,1,0,0
T000037261,2025-03-21,100523,Web,Growth,411.46,1,0,0
T000037262,2025-03-21,100336,Outbound,Starter,232.39,1,0,0
T000037263,2025-03-21,101230,Inbound,Starter,158.79,1,0,0
T000037264,2025-03-21,100343,Inbound,Pro,652.67,0,0,0
T000037265,2025-03-21,101015,Web,Pro,500.0,1,0,0
T000037266,2025-03-21,100102,Web,Growth,405.54,0,0,0
T000037267,2025-03-21,100522,Outbound,Starter,212.19,1,0,0
T000037268,2025-03-21,100390,Web,Growth,314.04,1,0,0
T000037269,2025-03-21,101443,Inbound,Starter,208.28,0,1,0
T000037270,2025-03-21,100582,Inbound,Starter,107.13,0,0,0
T000037271,2025-03-21,100634,Partner,Growth,355.91,1,0,0
T000037272,2025-03-21,101218,Web,Pro,411.45,0,0,0
T000037273,2025-03-21,100126,Inbound,Starter,196.39,1,0,0
T000037274,2025-03-21,100681,Inbound,Pro,344.71,0,0,0
T000037275,2025-03-21,101278,Outbound,Growth,398.38,1,0,0
T000037276,2025-03-21,100589,Inbound,Starter,227.98,1,0,0
T000037277,2025-03-21,100154,Inbound,Growth,363.64,1,0,0
T000037278,2025-03-21,100527,Web,Growth,357.14,0,0,0
T000037279,2025-03-21,101455,Web,Starter,193.96,1,0,0
T000037280,2025-03-21,100432,Web,Growth,389.03,0,0,0
T000037281,2025-03-21,101179,Web,Starter,204.72,0,0,0
T000037282,2025-03-21,100651,Web,Growth,343.86,0,0,0
T000037283,2025-03-22,100149,Web,Pro,474.08,1,0,0
T000037284,2025-03-22,100405,Inbound,Growth,249.8,1,0,0
T000037285,2025-03-22,100122,Inbound,Starter,148.27,0,0,0
T000037286,2025-03-22,101317,Inbound,Pro,685.57,1,0,0
T000037287,2025-03-22,100525,Web,Pro,535.67,1,0,0
T000037288,2025-03-22,101133,Outbound,Growth,356.35,0,0,0
T000037289,2025-03-22,100051,Web,Pro,791.11,1,0,0
T000037290,2025-03-22,100636,Inbound,Growth,351.61,1,0,0
T000037291,2025-03-22,101306,Web,Growth,410.88,0,0,0
T000037292,2025-03-22,100319,Web,Growth,288.74,1,0,0
T000037293,2025-03-22,100525,Web,Starter,162.52,1,0,0
T000037294,2025-03-22,100811,Web,Pro,300.86,1,0,0
T000037295,2025-03-22,100476,Inbound,Starter,218.1,1,0,0
T000037296,2025-03-22,100504,Inbound,Growth,147.82,1,0,0
T000037297,2025-03-22,100057,Inbound,Starter,266.7,0,0,0
T000037298,2025-03-22,101385,Outbound,Starter,179.25,1,0,0
T000037299,2025-03-22,100421,Web,Starter,123.01,0,0,0
T000037300,2025-03-22,101354,Inbound,Growth,385.87,1,0,0
T000037301,2025-03-22,101363,Inbound,Pro,720.65,0,0,0
T000037302,2025-03-22,100397,Inbound,Growth,303.92,1,0,0
T000037303,2025-03-22,100081,Outbound,Growth,252.22,0,0,0
T000037304,2025-03-22,100343,Inbound,Starter,205.27,1,0,0
T000037305,2025-03-22,101197,Partner,Starter,193.0,1,0,0
T000037306,2025-03-22,100429,Web,Starter,165.0,1,0,0
T000037307,2025-03-22,100261,Web,Starter,202.26,1,0,0
T000037308,2025-03-22,100115,Inbound,Starter,137.41,1,0,0
T000037309,2025-03-22,101030,Inbound,Growth,335.09,1,0,0
T000037310,2025-03-22,100993,Inbound,Growth,249.49,1,0,0
T000037311,2025-03-22,100812,Partner,Growth,314.1,1,0,0
T000037312,2025-03-22,100708,Outbound,Growth,399.57,1,0,0
T000037313,2025-03-22,101212,Web,Growth,421.39,0,0,0
T000037314,2025-03-22,100025,Outbound,Growth,382.41,1,0,0
T000037315,2025-03-22,101384,Inbound,Growth,324.6,0,0,0
T000037316,2025-03-22,101480,Inbound,Growth,450.1,1,0,0
T000037317,2025-03-22,100624,Web,Starter,173.07,1,0,0
T000037318,2025-03-22,100177,Outbound,Growth,325.48,1,0,0
T000037319,2025-03-22,101000,Partner,Starter,211.48,0,0,0
T000037320,2025-03-22,100978,Inbound,Starter,139.78,1,0,0
T000037321,2025-03-22,100038,Web,Starter,150.66,1,0,0
T000037322,2025-03-22,101138,Outbound,Growth,269.33,0,0,0
T000037323,2025-03-22,100518,Web,Growth,168.09,1,0,0
T000037324,2025-03-22,100893,Inbound,Growth,179.68,1,0,0
T000037325,2025-03-22,100302,Inbound,Growth,373.4,1,0,1
T000037326,2025-03-22,101140,Web,Starter,103.01,0,0,0
T000037327,2025-03-22,101083,Web,Starter,150.98,1,0,0
T000037328,2025-03-22,100879,Partner,Pro,596.25,1,0,0
T000037329,2025-03-22,100932,Outbound,Growth,273.91,1,0,0
T000037330,2025-03-22,100478,Inbound,Starter,156.62,1,0,0
T000037331,2025-03-22,100500,Inbound,Starter,116.89,0,0,0
T000037332,2025-03-22,101269,Web,Pro,786.85,1,0,0
T000037333,2025-03-22,100896,Inbound,Starter,174.96,1,0,0
T000037334,2025-03-22,100450,Web,Pro,515.14,0,0,0
T000037335,2025-03-22,100112,Web,Starter,179.9,1,0,0
T000037336,2025-03-22,100384,Inbound,Growth,487.52,1,0,0
T000037337,2025-03-22,101168,Web,Starter,244.32,1,0,0
T000037338,2025-03-22,100381,Inbound,Growth,334.93,1,0,0
T000037339,2025-03-22,100122,Web,Growth,263.82,1,0,0
T000037340,2025-03-22,100982,Partner,Starter,212.33,1,0,0
T000037341,2025-03-22,101498,Web,Growth,279.39,1,0,0
T000037342,2025-03-22,101460,Web,Growth,137.18,1,0,0
T000037343,2025-03-22,101079,Inbound,Starter,172.43,1,0,0
T000037344,2025-03-22,100818,Web,Starter,187.13,0,0,0
T000037345,2025-03-22,100310,Inbound,Growth,312.03,1,0,0
T000037346,2025-03-22,101087,Web,Growth,159.23,1,0,0
T000037347,2025-03-22,101355,Outbound,Growth,241.84,0,0,0
T000037348,2025-03-22,101231,Outbound,Growth,199.26,0,0,0
T000037349,2025-03-22,101157,Inbound,Growth,350.54,1,0,0
T000037350,2025-03-22,100945,Outbound,Growth,168.72,1,0,0
T000037351,2025-03-22,101494,Outbound,Starter,176.6,1,0,0
T000037352,2025-03-22,100046,Outbound,Growth,362.67,0,0,0
T000037353,2025-03-22,100211,Outbound,Growth,379.36,1,0,0
T000037354,2025-03-22,100959,Inbound,Growth,335.89,1,0,0
T000037355,2025-03-22,100962,Outbound,Growth,388.31,1,0,0
T000037356,2025-03-22,101355,Inbound,Growth,297.11,1,0,0
T000037357,2025-03-22,101270,Web,Growth,203.38,1,0,0
T000037358,2025-03-22,100850,Partner,Starter,272.55,1,0,0
T000037359,2025-03-22,101450,Inbound,Starter,169.78,0,0,0
T000037360,2025-03-22,100811,Outbound,Growth,471.41,1,0,0
T000037361,2025-03-22,100996,Web,Growth,246.53,1,0,0
T000037362,2025-03-22,101306,Inbound,Pro,800.13,1,0,0
T000037363,2025-03-22,100495,Web,Growth,223.7,1,0,0
T000037364,2025-03-22,101114,Web,Growth,379.25,1,0,0
T000037365,2025-03-22,100827,Web,Starter,159.02,1,0,0
T000037366,2025-03-22,100667,Web,Starter,189.77,1,0,0
T000037367,2025-03-22,101225,Partner,Starter,244.77,1,0,0
T000037368,2025-03-22,101346,Partner,Starter,189.2,1,0,0
T000037369,2025-03-22,101110,Inbound,Starter,154.82,0,0,0
T000037370,2025-03-22,100031,Partner,Growth,273.04,0,0,0
T000037371,2025-03-23,101462,Outbound,Starter,149.59,0,0,0
T000037372,2025-03-23,101151,Web,Starter,196.89,0,0,0
T000037373,2025-03-23,100081,Inbound,Starter,207.99,1,0,0
T000037374,2025-03-23,101180,Partner,Growth,308.19,0,0,0
T000037375,2025-03-23,100122,Inbound,Pro,847.71,1,1,0
T000037376,2025-03-23,100933,Web,Starter,245.69,1,0,0
T000037377,2025-03-23,100234,Inbound,Starter,199.44,1,0,0
T000037378,2025-03-23,100157,Web,Growth,230.25,1,0,0
T000037379,2025-03-23,100933,Partner,Starter,223.56,1,0,0
T000037380,2025-03-23,100491,Inbound,Starter,224.08,0,0,0
T000037381,2025-03-23,100439,Web,Pro,741.84,0,0,0
T000037382,2025-03-23,100863,Web,Starter,117.83,1,0,0
T000037383,2025-03-23,101454,Inbound,Starter,177.7,1,0,0
T000037384,2025-03-23,101077,Outbound,Starter,168.71,1,0,0
T000037385,2025-03-23,100426,Web,Growth,267.32,0,0,0
T000037386,2025-03-23,100211,Inbound,Growth,505.52,0,0,0
T000037387,2025-03-23,100220,Inbound,Starter,185.85,1,0,0
T000037388,2025-03-23,100146,Web,Pro,562.62,1,0,0
T000037389,2025-03-23,100836,Partner,Starter,277.08,0,0,0
T000037390,2025-03-23,100728,Web,Growth,322.57,0,0,0
T000037391,2025-03-23,100220,Partner,Growth,270.58,0,0,0
T000037392,2025-03-23,100598,Outbound,Growth,293.09,0,0,0
T000037393,2025-03-23,100004,Inbound,Growth,267.26,0,0,0
T000037394,2025-03-23,100246,Web,Pro,685.99,1,0,0
T000037395,2025-03-23,101072,Web,Starter,170.59,1,0,0
T000037396,2025-03-23,101066,Web,Starter,167.75,1,0,0
T000037397,2025-03-23,101362,Inbound,Starter,151.24,0,0,0
T000037398,2025-03-23,101472,Web,Growth,282.65,1,0,0
T000037399,2025-03-23,100734,Inbound,Starter,177.43,1,0,0
T000037400,2025-03-23,100542,Inbound,Pro,817.09,1,0,0
T000037401,2025-03-23,100584,Inbound,Starter,252.93,1,0,0
T000037402,2025-03-23,101390,Outbound,Starter,107.34,0,0,0
T000037403,2025-03-23,100647,Inbound,Starter,111.61,1,0,0
T000037404,2025-03-23,101303,Outbound,Starter,189.03,0,0,0
T000037405,2025-03-23,100938,Outbound,Pro,598.16,1,0,0
T000037406,2025-03-23,101181,Web,Starter,181.89,1,0,0
T000037407,2025-03-23,100196,Web,Growth,227.95,1,0,0
T000037408,2025-03-23,100249,Web,Starter,76.37,0,0,0
T000037409,2025-03-23,100139,Outbound,Growth,335.19,0,0,0
T000037410,2025-03-23,100682,Inbound,Growth,360.68,1,0,0
T000037411,2025-03-23,101250,Web,Growth,221.76,0,0,0
T000037412,2025-03-23,101147,Web,Starter,162.91,0,0,0
T000037413,2025-03-23,101472,Web,Growth,128.24,1,0,0
T000037414,2025-03-23,101060,Web,Starter,213.18,1,0,0
T000037415,2025-03-23,100862,Web,Starter,250.95,1,0,0
T000037416,2025-03-23,100093,Web,Growth,297.47,1,0,0
T000037417,2025-03-23,100130,Web,Starter,198.63,1,0,0
T000037418,2025-03-23,100282,Outbound,Growth,278.33,1,0,0
T000037419,2025-03-23,100595,Web,Starter,179.41,1,0,0
T000037420,2025-03-23,101183,Inbound,Growth,418.53,1,0,0
T000037421,2025-03-23,100742,Inbound,Growth,496.09,1,0,0
T000037422,2025-03-23,100813,Web,Growth,172.36,1,0,0
T000037423,2025-03-23,101055,Outbound,Growth,417.59,1,0,0
T000037424,2025-03-23,100387,Outbound,Starter,151.6,1,0,0
T000037425,2025-03-23,101062,Inbound,Growth,394.08,0,0,0
T000037426,2025-03-23,100708,Web,Pro,549.02,1,0,0
T000037427,2025-03-23,101159,Outbound,Starter,70.2,1,0,0
T000037428,2025-03-23,101228,Web,Starter,131.02,1,0,0
T000037429,2025-03-23,100281,Web,Growth,384.71,0,0,0
T000037430,2025-03-23,100185,Partner,Growth,362.46,0,0,0
T000037431,2025-03-23,100948,Inbound,Starter,211.17,1,0,0
T000037432,2025-03-23,100167,Inbound,Starter,115.72,1,0,0
T000037433,2025-03-23,100295,Outbound,Starter,143.6,1,0,0
T000037434,2025-03-23,100592,Web,Pro,415.19,0,0,0
T000037435,2025-03-23,100244,Web,Pro,570.01,1,0,0
T000037436,2025-03-23,100566,Web,Starter,182.19,0,0,0
T000037437,2025-03-23,101117,Web,Starter,236.71,1,0,0
T000037438,2025-03-23,100744,Inbound,Starter,179.32,1,0,0
T000037439,2025-03-23,100333,Outbound,Growth,417.66,1,0,0
T000037440,2025-03-23,100984,Web,Starter,252.97,1,0,0
T000037441,2025-03-23,101273,Partner,Starter,183.38,1,0,0
T000037442,2025-03-23,100375,Outbound,Starter,233.21,0,0,0
T000037443,2025-03-23,100948,Web,Growth,223.85,1,0,0
T000037444,2025-03-23,100778,Inbound,Pro,706.41,1,0,0
T000037445,2025-03-23,100521,Outbound,Starter,116.56,1,0,0
T000037446,2025-03-23,100569,Outbound,Starter,237.72,1,0,0
T000037447,2025-03-23,100178,Inbound,Starter,227.86,1,0,0
T000037448,2025-03-23,100680,Web,Starter,210.33,1,0,0
T000037449,2025-03-23,100106,Outbound,Growth,326.79,1,0,0
T000037450,2025-03-23,100174,Inbound,Growth,313.1,1,0,0
T000037451,2025-03-23,100957,Web,Growth,291.4,1,0,0
T000037452,2025-03-23,101341,Web,Starter,181.03,1,0,0
T000037453,2025-03-23,100222,Partner,Starter,169.4,1,0,0
T000037454,2025-03-23,101470,Partner,Starter,221.27,1,0,0
T000037455,2025-03-23,101022,Outbound,Pro,623.97,0,0,0
T000037456,2025-03-23,101180,Outbound,Starter,136.39,1,0,0
T000037457,2025-03-23,100172,Web,Growth,348.61,1,0,0
T000037458,2025-03-23,100637,Web,Growth,350.22,1,0,0
T000037459,2025-03-23,101132,Web,Growth,310.27,0,0,0
T000037460,2025-03-24,100099,Inbound,Growth,224.39,1,0,0
T000037461,2025-03-24,100478,Web,Growth,240.55,1,0,0
T000037462,2025-03-24,100230,Inbound,Growth,389.7,0,0,0
T000037463,2025-03-24,101070,Inbound,Starter,163.68,1,0,0
T000037464,2025-03-24,101282,Partner,Growth,297.18,0,0,0
T000037465,2025-03-24,100025,Web,Growth,340.53,1,0,0
T000037466,2025-03-24,100079,Outbound,Growth,426.33,1,0,0
T000037467,2025-03-24,100137,Web,Starter,209.21,1,0,0
T000037468,2025-03-24,100018,Inbound,Growth,276.24,1,0,0
T000037469,2025-03-24,100991,Inbound,Pro,787.06,0,0,0
T000037470,2025-03-24,101187,Web,Growth,341.22,1,1,0
T000037471,2025-03-24,100572,Inbound,Starter,138.63,0,1,0
T000037472,2025-03-24,101242,Web,Pro,682.68,1,0,0
T000037473,2025-03-24,101017,Web,Starter,136.28,1,0,0
T000037474,2025-03-24,101128,Inbound,Pro,502.15,1,0,0
T000037475,2025-03-24,100812,Inbound,Growth,365.23,1,0,0
T000037476,2025-03-24,101120,Inbound,Starter,159.64,1,0,0
T000037477,2025-03-24,100288,Outbound,Starter,156.67,0,0,0
T000037478,2025-03-24,100587,Web,Starter,147.07,0,0,0
T000037479,2025-03-24,100904,Inbound,Starter,192.63,0,1,0
T000037480,2025-03-24,100181,Web,Pro,594.16,1,0,0
T000037481,2025-03-24,100281,Web,Pro,460.79,0,0,0
T000037482,2025-03-24,100505,Inbound,Starter,185.16,1,0,0
T000037483,2025-03-24,100923,Inbound,Growth,199.13,0,0,0
T000037484,2025-03-24,100134,Inbound,Growth,330.35,1,0,0
T000037485,2025-03-24,100576,Partner,Starter,187.72,1,0,0
T000037486,2025-03-24,100812,Web,Pro,415.6,1,0,0
T000037487,2025-03-24,100469,Web,Starter,232.16,1,0,0
T000037488,2025-03-24,101492,Web,Growth,453.78,1,0,0
T000037489,2025-03-24,100789,Inbound,Growth,392.54,1,0,0
T000037490,2025-03-24,100822,Outbound,Starter,156.29,1,0,0
T000037491,2025-03-24,100066,Web,Starter,81.22,1,0,0
T000037492,2025-03-24,100104,Web,Starter,203.63,1,0,0
T000037493,2025-03-24,100437,Inbound,Starter,192.58,1,0,0
T000037494,2025-03-24,100804,Web,Growth,303.91,1,0,0
T000037495,2025-03-24,100037,Outbound,Starter,144.49,1,0,0
T000037496,2025-03-24,100262,Inbound,Starter,253.78,1,0,0
T000037497,2025-03-24,101012,Web,Starter,174.12,0,0,0
T000037498,2025-03-24,101423,Outbound,Starter,215.99,0,0,0
T000037499,2025-03-24,100916,Outbound,Starter,230.04,1,0,0
T000037500,2025-03-24,100281,Web,Starter,256.67,1,0,0
T000037501,2025-03-24,100427,Web,Starter,164.99,1,0,0
T000037502,2025-03-24,100902,Inbound,Starter,192.42,0,0,0
T000037503,2025-03-24,101229,Inbound,Starter,135.33,0,0,0
T000037504,2025-03-24,100582,Inbound,Pro,450.67,0,0,0
T000037505,2025-03-24,101434,Outbound,Growth,268.59,1,0,0
T000037506,2025-03-24,100045,Outbound,Growth,351.33,1,0,0
T000037507,2025-03-24,100602,Outbound,Starter,188.6,1,0,0
T000037508,2025-03-24,100056,Web,Starter,212.61,0,0,0
T000037509,2025-03-24,100070,Outbound,Pro,607.14,1,0,0
T000037510,2025-03-24,100836,Inbound,Growth,393.79,1,0,0
T000037511,2025-03-24,101195,Web,Growth,272.44,1,0,0
T000037512,2025-03-24,101000,Web,Growth,159.2,1,0,0
T000037513,2025-03-24,100121,Partner,Growth,299.3,0,0,0
T000037514,2025-03-24,101428,Web,Starter,226.26,0,0,0
T000037515,2025-03-24,101169,Web,Starter,219.41,1,0,0
T000037516,2025-03-24,101295,Partner,Growth,373.7,0,0,0
T000037517,2025-03-24,100104,Web,Starter,164.5,0,0,0
T000037518,2025-03-24,100178,Outbound,Starter,190.14,0,0,0
T000037519,2025-03-24,100753,Web,Growth,342.31,1,0,0
T000037520,2025-03-24,100270,Web,Growth,251.01,0,0,0
T000037521,2025-03-24,100302,Web,Starter,78.98,1,0,0
T000037522,2025-03-24,100466,Inbound,Growth,361.51,1,0,0
T000037523,2025-03-24,100977,Web,Starter,207.06,1,0,0
